x,y,m,h,e
0.8366771641445748,5.981391865360047,-1.6736799526171247,-2.496989395959337,3.358396016570334
0.45126652778218224,2.9173624392201276,-0.8943941571945285,-1.3639058637401347,1.7972246545922905
0.7524884278385487,5.225662454210233,-1.4908226976445471,-2.264619811850262,3.018434590228228
0.6414880468587182,4.521722365891418,-1.2889916161596735,-1.9212089062077737,2.577780975535736
0.8285001418359897,5.771601469665416,-1.650006383513211,-2.4655288882609367,3.3137314385370873
0.8016917275415791,5.652877929741602,-1.5896168472711525,-2.4082527529438624,3.2092540289069196
0.5698105854674292,3.9394950676447325,-1.151593578038787,-1.7400651900633708,2.2955961769359123
0.7550526831609317,5.111089964632383,-1.5121422407565315,-2.2848561004782173,3.019419417046986
0.8404356416849935,5.756320701789974,-1.6727481162238136,-2.5399922862536757,3.3448266630206906
0.7981517126106906,5.610499730294831,-1.6030848425918498,-2.394359974433908,3.185723499339163
0.1946766236139188,1.3675777143259165,-0.39548790897833097,-0.595120053224043,0.7816617516817425
0.8181602313666114,5.977918741295369,-1.6496605541813885,-2.44539212592962,3.286196144951718
0.5306470712292104,3.7959103892493413,-1.067013013074163,-1.585130961062771,2.10606337163197
0.17655119608433356,1.3383943086857508,-0.3603962154806778,-0.5075562437831496,0.6942133524132521
0.4575640255001572,3.201731183008949,-0.9247713853586149,-1.3690997919009558,1.8477055626146583
0.6848754921515067,4.727870951435598,-1.3524572456510469,-2.0603552121600077,2.7534012592931547
0.6811947898506332,4.5572018246796056,-1.365803308451094,-2.05215460169942,2.7116107528540594
0.39752665625747596,2.710006807608556,-0.7953880414401727,-1.1823738132221917,1.5662803463937918
0.3196254730886724,2.3776509424442174,-0.638711229970387,-0.9514087333876488,1.2906888897696922
0.8607411375733779,6.155107724103449,-1.708132164505695,-2.5719904211593554,3.434899979518775
0.4494465994988065,3.1102165823258474,-0.889928936038767,-1.3387273013600267,1.7742510093326684
0.8791204622616802,5.928339591340288,-1.7372712899840248,-2.6434231381111233,3.5119126876234352
0.29677105284544714,2.1180053938286036,-0.6059828079968966,-0.9067259509072769,1.18876811922005
0.9248211568542176,6.57585321491824,-1.843125501015814,-2.77519263908562,3.69644575176547
0.8541219682589102,5.885301970600835,-1.7060152597033464,-2.555492458914392,3.427842511462428
0.12950693162361526,0.9386216337959008,-0.23358296160074116,-0.37982241357005214,0.5329493098167646
0.9588277743388625,6.769412292100732,-1.90189251872911,-2.8798537075004265,3.851392088651089
0.9086596708017174,6.306278862429812,-1.8165678432989627,-2.7374973331535983,3.6283844643180543
0.6318765847813387,4.432029247165216,-1.2649422125755538,-1.9102773960395374,2.5548197063545692
0.7550618203585887,5.572794936864522,-1.5158172452512642,-2.2530222169724192,3.022256036955808
0.9226875028625835,6.382539270110765,-1.8463103920696406,-2.767866402089696,3.6949731458467667
0.007440401265541907,0.07440745970465609,-0.008394059144745475,-0.02901726598503651,0.0265050774492346
0.13953981590255637,0.7857943634531455,-0.269815412808977,-0.4156814649318524,0.5539501511141216
0.5846117530693247,4.147348083250621,-1.1579423109574032,-1.752409831196166,2.318337264029279
0.5510134173911075,3.5799363990631576,-1.1078688804786403,-1.6688190279100328,2.192257028135963
0.005343037640974102,-0.08909583484097379,-0.01428444851141582,-0.029604089874777997,0.018514009878110794
0.4990050436730161,3.5156084151021982,-0.9845501115779346,-1.4926805776850522,2.007661859792551
0.6459327485768381,4.405952504407215,-1.305864951347347,-1.9313470191874422,2.5809420592877985
0.5948795743776778,4.276018910999252,-1.1880889898636269,-1.7727482748744487,2.3715775227239777
0.770352094695063,5.258756714114988,-1.5359656692219226,-2.3155295781249174,3.07194667756382
0.9326518950644477,6.508116003756847,-1.876118610536734,-2.8045458784794177,3.7297266097253123
0.7480062317338864,5.222487072521906,-1.5036935902575173,-2.2462900272973685,2.9876527052740247
0.7674249805613713,5.178421800808855,-1.544376991150421,-2.3203798408097596,3.06993787872344
0.6104081801333474,4.544642801293133,-1.2354858280347514,-1.8257780104015136,2.456002996980163
0.5012216772874585,3.3970787703782896,-1.000229712947976,-1.5145840676893245,2.0109940810413294
0.3781133623563837,2.507682634071675,-0.7511231260811335,-1.1422813783110561,1.5071588865550398
0.6448119984794828,4.701833410053864,-1.2911710131906107,-1.9300984855351693,2.5842884840559854
0.47808464719537525,3.3469763243126778,-0.948628836716987,-1.423998854956327,1.8996542591284504
0.1962074426723761,1.525129993163044,-0.3925700838195628,-0.588699746212402,0.7911469281009463
0.45738153522039815,2.9458289400226807,-0.8929811991729224,-1.3831771025488273,1.826920029884118
0.547506292926405,3.5799867923233677,-1.0818951217331414,-1.6448916463131125,2.170937347161721
0.684690141669859,4.8868095014603785,-1.3777898300109797,-2.0438552921314996,2.747405466714585
0.11157843418459124,0.5938012321967405,-0.22240029755447271,-0.34115402470028533,0.4432419166288852
0.9687474368367459,6.72642464764944,-1.9398230631774758,-2.9116997726365286,3.8795436742731435
0.022429174003188557,0.30808562642391313,-0.06261623095682874,-0.06770203862380404,0.10575348033642223
0.06007798728064573,0.4052007059187269,-0.1244081799424589,-0.18030818882806068,0.23825378018366947
0.9293621889037106,6.517981917969063,-1.842215450296833,-2.789893623644021,3.7094992970917096
0.6674047362325629,4.859266483131174,-1.3557013307529733,-2.000920200570939,2.665664037753603
0.32470058045795047,2.106920739280854,-0.6493601347888147,-0.9777321220600002,1.281472639571455
0.3471199460511506,2.5078034859170644,-0.6963286482793181,-1.052035910197312,1.3945418253107527
0.45244843959103953,3.1871213073368114,-0.9080408114514209,-1.3547347570046162,1.806870825924494
0.354989794769591,2.3659289016939598,-0.7142129032791129,-1.0719989114257207,1.407099600417203
0.9258602796242666,6.556614311166106,-1.8456546506991978,-2.781551602825815,3.7039088020609263
0.8899775053093179,6.243715968004148,-1.7627746218812124,-2.6604600037052415,3.5563415242411107
0.631363767801317,4.374678141265793,-1.2574517210724636,-1.899328715544514,2.5434941133438542
0.41871586276328576,2.845187219957826,-0.8225379630690361,-1.263310689946681,1.6935857858512409
0.23029578971845122,1.6469219575483547,-0.45292292512774524,-0.6776858542985099,0.9323456039692325
0.2195160942965656,1.4725418388963512,-0.43778609631803916,-0.6537300575861705,0.8677455690202731
0.10799443754812066,0.9220877798177063,-0.23836883569651923,-0.31985351045559424,0.4139376223875895
0.2974024509522203,2.1386128436766767,-0.596699894170423,-0.9035081324849978,1.2081548669072757
0.3274019217227415,2.598452298230939,-0.6603229067514831,-0.9674851743247258,1.3263890725569722
0.537939181490786,3.600651742861367,-1.0509810019597678,-1.618952417087257,2.148993301009061
0.05153690385562926,0.2506334455656051,-0.1003158280975099,-0.16464793419955123,0.20122621946646022
0.9081850306153477,6.377734969211636,-1.8174771573056774,-2.7193563850687914,3.632359553570872
0.38180937485871447,2.632278160956316,-0.7528065179168244,-1.1506547633203226,1.5306381896743098
0.8612043768199396,6.160139454666804,-1.7148069251643934,-2.5740289817903315,3.454369676359354
